codigo_cta,tipo_documento,status_documento,numero_documento,data_emissao,data_vencimento,data_quitacao,valor_documento,valor_desconto,valor_saldo,Usuario,descricao_tipo_documento,fornecedor,numero_documento_base
175,fornecedor,quitado,1799158/B,2024-11-29,2025-01-13,2025-01-17,9867.61,0.0,0.0,ADMIN,DUPLICATA,CIRURGICA FERNANDES,1799158
176,fornecedor,quitado,1799158/C,2024-11-29,2025-01-28,2025-02-04,10166.63,0.0,0.0,ADMIN,DUPLICATA,CIRURGICA FERNANDES,1799158
177,fornecedor,quitado,632985/B,2024-12-18,2025-01-05,2025-01-06,1637.1,0.0,0.0,ADMIN,DUPLICATA,COOPERATIVA CENTRAL AURORA ALIMENTOS,632985
178,fornecedor,quitado,63178/A,2024-12-05,2025-01-04,2025-01-07,11667.08,0.0,0.0,ADMIN,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,63178
179,fornecedor,quitado,63178/B,2024-12-05,2025-01-19,2025-01-27,11597.5,0.0,0.0,ADMIN,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,63178
180,fornecedor,quitado,63178/C,2024-12-05,2025-02-03,2025-02-04,11597.5,0.0,0.0,ADMIN,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,63178
181,fornecedor,quitado,63178/D,2024-12-05,2025-02-18,2025-03-11,11597.5,0.0,0.0,ADMIN,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,63178
182,fornecedor,quitado,51728/B,2024-12-03,2025-01-07,2025-01-20,2072.29,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,51728
183,fornecedor,quitado,51728/C,2024-12-03,2025-01-14,2025-01-20,2072.29,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,51728
184,fornecedor,quitado,337254/D,2024-12-18,2025-02-16,2025-03-06,9451.8,0.0,0.0,ADMIN,DUPLICATA,FARMACE,337254
185,fornecedor,quitado,337254/E,2024-12-18,2025-03-03,2025-03-14,9451.8,0.0,0.0,ADMIN,DUPLICATA,FARMACE,337254
186,fornecedor,quitado,99658/A,2024-12-26,2025-01-25,2025-01-28,630.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99658
187,fornecedor,quitado,1144804/A,2024-12-26,2025-01-16,2025-01-20,325.5,0.0,0.0,ADMIN,DUPLICATA,TOTAL COMERCIO,1144804
188,fornecedor,quitado,255814/A,2024-12-27,2025-01-26,2025-01-28,388.3,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,255814
189,fornecedor,quitado,3600107/A,2024-12-27,2025-01-05,2025-01-06,54.0,0.0,0.0,ADMIN,DUPLICATA,ARQUIVAR NFE SOFTWARES LTDA,3600107
190,fornecedor,quitado,89546/A,2024-12-12,2025-01-09,2025-01-17,892.14,0.0,0.0,ADMIN,DUPLICATA,BALMAK,89546
191,fornecedor,quitado,89546/B,2024-12-12,2025-01-23,2025-01-28,789.5,0.0,0.0,ADMIN,DUPLICATA,BALMAK,89546
192,fornecedor,quitado,1065/A,2024-12-26,2025-01-25,2025-01-28,330.0,0.0,0.0,ADMIN,DUPLICATA,BDS MEDICAL LTDA,1065
193,fornecedor,quitado,99634/A,2024-12-26,2025-01-25,2025-01-28,302.19,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99634
194,fornecedor,quitado,28700/A,2024-12-27,2025-01-26,2025-01-28,400.0,0.0,0.0,ADMIN,DUPLICATA,MED DONTO,28700
195,fornecedor,quitado,26053/A,2024-12-27,2025-01-26,2025-01-28,3492.0,0.0,0.0,ADMIN,DUPLICATA,MAXXI DISTRIBUIDORA,26053
196,fornecedor,quitado,418/A,2024-12-27,2025-01-24,2025-01-27,4012.8,0.0,0.0,ADMIN,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,418
197,fornecedor,quitado,418/B,2024-12-27,2025-02-07,2025-03-06,4012.8,0.0,0.0,ADMIN,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,418
198,fornecedor,quitado,479520/A,2024-12-27,2025-01-24,2025-01-27,3210.0,0.0,0.0,ADMIN,DUPLICATA,DROGAFONTE,479520
199,fornecedor,quitado,48651/A,2024-12-16,2025-01-13,2025-01-20,5933.35,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
200,fornecedor,quitado,48651/B,2024-12-16,2025-01-20,2025-01-27,5933.33,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
201,fornecedor,quitado,48651/C,2024-12-16,2025-01-27,2025-01-28,5933.33,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
202,fornecedor,quitado,48651/D,2024-12-16,2025-02-03,2025-02-04,5933.33,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
203,fornecedor,quitado,48651/E,2024-12-16,2025-02-10,2025-03-06,5933.33,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
204,fornecedor,quitado,48651/F,2024-12-16,2025-02-17,2025-03-11,5933.33,0.0,0.0,ADMIN,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,48651
205,fornecedor,quitado,256009/A,2025-01-02,2025-02-01,2025-02-04,2088.6,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,256009
206,fornecedor,quitado,112523/A,2025-01-02,2025-02-01,2025-02-04,356.55,0.0,0.0,ADMIN,DUPLICATA,DINAMICA,112523
207,fornecedor,quitado,16416/A,2024-12-09,2025-01-13,2025-01-20,2591.65,0.0,0.0,ADMIN,DUPLICATA,TKL,16416
208,fornecedor,quitado,16416/B,2024-12-09,2025-01-20,2025-01-23,2591.64,0.0,0.0,ADMIN,DUPLICATA,TKL,16416
209,fornecedor,quitado,16416/C,2024-12-09,2025-01-27,2025-01-28,2591.65,0.0,0.0,ADMIN,DUPLICATA,TKL,16416
210,fornecedor,quitado,99747/A,2025-01-02,2025-02-01,2025-02-04,4774.3,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99747
211,fornecedor,quitado,21299/A,2025-01-02,2025-02-01,2025-02-04,2885.0,0.0,0.0,ADMIN,DUPLICATA,OMNIELMASTER,21299
212,fornecedor,quitado,21299/B,2025-01-02,2025-03-03,2025-03-17,2885.0,0.0,0.0,ADMIN,DUPLICATA,OMNIELMASTER,21299
213,fornecedor,quitado,21299/C,2025-01-02,2025-04-02,2025-04-17,2885.0,0.0,0.0,ADMIN,DUPLICATA,OMNIELMASTER,21299
214,fornecedor,quitado,125007/A,2024-12-19,2025-01-18,2025-01-27,1620.0,0.0,0.0,ADMIN,DUPLICATA,HIPOLABOR,125007
215,fornecedor,quitado,125007/B,2024-12-19,2025-02-02,2025-02-04,1620.0,0.0,0.0,ADMIN,DUPLICATA,HIPOLABOR,125007
216,fornecedor,quitado,125007/C,2024-12-19,2025-02-17,2025-03-11,1620.0,0.0,0.0,ADMIN,DUPLICATA,HIPOLABOR,125007
217,fornecedor,quitado,125007/D,2024-12-19,2025-03-04,2025-04-07,1620.0,0.0,0.0,ADMIN,DUPLICATA,HIPOLABOR,125007
218,fornecedor,quitado,17308/A,2025-01-03,2025-01-15,2025-01-20,430.54,0.0,0.0,ADMIN,DUPLICATA,IGATE SISTEMAS LTDA - ME,17308
219,fornecedor,quitado,82997/A,2025-01-03,2025-02-02,2025-02-04,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
220,fornecedor,quitado,82997/B,2025-01-03,2025-03-04,2025-03-17,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
221,fornecedor,quitado,82997/C,2025-01-03,2025-04-03,2025-04-04,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
222,fornecedor,quitado,82997/D,2025-01-03,2025-05-03,2025-05-07,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
223,fornecedor,quitado,82997/E,2025-01-03,2025-06-02,2025-06-02,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
224,fornecedor,quitado,82997/F,2025-01-03,2025-07-02,2025-07-02,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
225,fornecedor,quitado,82997/G,2025-01-03,2025-08-01,2025-07-02,333.25,0.0,0.0,ADMIN,DUPLICATA,MACAVI,82997
226,fornecedor,aberto,82997/H,2025-01-03,2025-08-31,,333.25,0.0,333.25,ADMIN,DUPLICATA,MACAVI,82997
227,fornecedor,aberto,82997/I,2025-01-03,2025-09-30,,333.25,0.0,333.25,ADMIN,DUPLICATA,MACAVI,82997
228,fornecedor,aberto,82997/J,2025-01-03,2025-10-30,,333.25,0.0,333.25,ADMIN,DUPLICATA,MACAVI,82997
229,fornecedor,aberto,82997/K,2025-01-03,2025-11-29,,333.25,0.0,333.25,ADMIN,DUPLICATA,MACAVI,82997
230,fornecedor,aberto,82997/L,2025-01-03,2025-12-29,,333.25,0.0,333.25,ADMIN,DUPLICATA,MACAVI,82997
231,fornecedor,quitado,1035/U,2025-01-03,2025-01-04,2025-01-06,322.0,0.0,0.0,ADMIN,DUPLICATA,BDS MEDICAL LTDA,1035
232,fornecedor,quitado,282766/U,2025-01-03,2025-01-06,2025-01-06,149.92,0.0,0.0,ADMIN,DUPLICATA,VERDE VALLE TRANSPORTES,282766
233,fornecedor,quitado,8329/U,2025-01-03,2025-01-05,2025-01-06,3160.0,0.0,0.0,ADMIN,DUPLICATA,INFARMA,8329
234,fornecedor,quitado,847421/U,2025-01-03,2025-01-06,2025-01-06,321.63,0.0,0.0,ADMIN,DUPLICATA,RIOSFARMA,847421
235,fornecedor,quitado,10111/U,2025-01-03,2025-01-06,2025-01-06,500.0,0.0,0.0,ADMIN,DUPLICATA,MACKLOG-NE TRANSPORTES E LOGISTICA,10111
236,fornecedor,quitado,52498/A,2025-01-03,2025-02-02,2025-02-04,3187.51,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,52498
237,fornecedor,quitado,52498/B,2025-01-03,2025-02-17,2025-03-11,3187.51,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,52498
238,fornecedor,quitado,97310/A,2024-12-06,2025-01-08,2025-01-20,4939.2,0.0,0.0,ADMIN,DUPLICATA,FORT FLEX,97310
239,fornecedor,quitado,8332/U,2024-12-15,2025-01-05,2025-01-06,1200.0,0.0,0.0,ADMIN,DUPLICATA,INFARMA,8332
240,fornecedor,quitado,20298/A,2025-01-04,2025-02-03,2025-02-04,58.0,0.0,0.0,ADMIN,DUPLICATA,DULUZ COMERCIO FISCAL,20298
241,fornecedor,quitado,132752/A,2024-12-13,2025-01-12,2025-01-17,8138.46,0.0,0.0,ADMIN,DUPLICATA,MISSNER,132752
242,fornecedor,quitado,132752/B,2024-12-13,2025-01-27,2025-01-28,8138.46,0.0,0.0,ADMIN,DUPLICATA,MISSNER,132752
243,fornecedor,quitado,132752/C,2024-12-13,2025-02-11,2025-03-06,8138.46,0.0,0.0,ADMIN,DUPLICATA,MISSNER,132752
244,fornecedor,quitado,132752/D,2024-12-13,2025-02-26,2025-03-11,8138.46,0.0,0.0,ADMIN,DUPLICATA,MISSNER,132752
245,fornecedor,quitado,52518/A,2025-01-06,2025-02-05,2025-03-06,5621.64,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,52518
246,fornecedor,quitado,52518/B,2025-01-06,2025-02-20,2025-03-11,5621.64,0.0,0.0,ADMIN,DUPLICATA,JB FARMA DISTRIBUIDORA,52518
247,fornecedor,quitado,117659/A,2025-01-04,2025-02-03,2025-02-04,218.78,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
248,fornecedor,quitado,117659/B,2025-01-04,2025-03-05,2025-03-17,218.77,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
249,fornecedor,quitado,117659/C,2025-01-04,2025-04-04,2025-04-04,218.77,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
250,fornecedor,quitado,117659/D,2025-01-04,2025-05-04,2025-05-07,218.77,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
251,fornecedor,quitado,117659/E,2025-01-04,2025-06-03,2025-06-02,218.77,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
252,fornecedor,quitado,117659/F,2025-01-04,2025-07-03,2025-07-03,218.77,0.0,0.0,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
253,fornecedor,aberto,117659/G,2025-01-04,2025-08-02,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
254,fornecedor,aberto,117659/H,2025-01-04,2025-09-01,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
255,fornecedor,aberto,117659/I,2025-01-04,2025-10-01,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
256,fornecedor,aberto,117659/J,2025-01-04,2025-10-31,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
257,fornecedor,aberto,117659/K,2025-01-04,2025-11-30,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
258,fornecedor,aberto,117659/L,2025-01-04,2025-12-30,,218.77,0.0,218.77,ADMIN,DUPLICATA,MAGAZINE LUIZA S/A,117659
259,fornecedor,quitado,98761/A,2024-11-21,2025-01-18,2025-01-27,11088.0,0.0,0.0,YAGO,DUPLICATA,LEMGRUBER,98761
260,fornecedor,quitado,98761/B,2024-11-21,2025-01-25,2025-01-28,9147.6,0.0,0.0,YAGO,DUPLICATA,LEMGRUBER,98761
261,fornecedor,quitado,98761/C,2024-11-21,2025-02-01,2025-02-04,9147.6,0.0,0.0,YAGO,DUPLICATA,LEMGRUBER,98761
262,fornecedor,quitado,781/B,2024-11-29,2025-01-03,2025-01-03,6960.0,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,781
263,fornecedor,quitado,781/C,2024-11-29,2025-01-10,2025-01-20,6960.0,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,781
264,fornecedor,quitado,781/D,2024-11-29,2025-01-17,2025-01-23,6960.0,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,781
265,fornecedor,quitado,781/E,2024-11-29,2025-01-24,2025-03-14,6960.0,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,781
266,fornecedor,cancelado,4281808/U,2025-01-09,2025-01-10,,5584.18,0.0,5584.18,INFARMA,DUPLICATA,Fornecedor Não Informado,4281808
267,fornecedor,quitado,202501/A,2025-01-09,2025-01-27,2025-01-28,759.0,0.0,0.0,ADMIN,DUPLICATA,VITSIS,202501
268,fornecedor,cancelado,120265/A,2025-01-01,2025-01-15,,2985.11,0.0,2985.11,INFARMA,DUPLICATA,Fornecedor Não Informado,120265
269,fornecedor,quitado,1219/A,2025-01-09,2025-02-06,2025-03-14,466.66,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,1219
270,fornecedor,quitado,1219/B,2025-01-09,2025-02-13,2025-03-14,466.66,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,1219
271,fornecedor,quitado,1219/C,2025-01-09,2025-02-20,2025-02-24,466.68,0.0,0.0,ADMIN,DUPLICATA,PERFIL COMER. DE PAPEL,1219
272,fornecedor,quitado,100048/A,2025-01-10,2025-02-09,2025-03-06,1115.34,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,100048
273,fornecedor,quitado,100048/B,2025-01-10,2025-02-24,2025-03-11,1115.35,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,100048
274,fornecedor,quitado,100048/C,2025-01-10,2025-03-11,2025-03-14,1115.35,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,100048
275,fornecedor,quitado,462/A,2025-01-08,2025-02-07,2025-03-06,7500.0,0.0,0.0,ADMIN,DUPLICATA,GLOBALMED DISTRIBUICAO LTDA,462
276,fornecedor,quitado,3652/A,2025-01-04,2025-01-15,2025-01-20,850.0,0.0,0.0,ADMIN,DUPLICATA,SOFTLOG,3652
277,fornecedor,quitado,56855/U,2025-01-07,2025-01-07,2025-01-07,16217.11,0.0,0.0,ADMIN,DUPLICATA,CRALPLAST,56855
278,fornecedor,quitado,25252/U,2025-01-07,2025-01-07,2025-01-07,1873.63,0.0,0.0,ADMIN,DUPLICATA,CORPVS SEGURANCA,25252
279,fornecedor,quitado,1006/U,2025-01-07,2025-01-07,2025-01-07,367.2,0.0,0.0,ADMIN,DUPLICATA,BDS MEDICAL LTDA,1006
280,fornecedor,quitado,54152/A,2024-12-10,2025-01-20,2025-01-23,3003.2,0.0,0.0,YAGO,DUPLICATA,AMED S/A,54152
281,fornecedor,quitado,54152/B,2024-12-10,2025-01-28,2025-02-04,3003.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54152
282,fornecedor,quitado,54152/C,2024-12-10,2025-02-07,2025-03-06,3003.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54152
283,fornecedor,quitado,54152/D,2024-12-10,2025-02-17,2025-03-06,3003.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54152
284,fornecedor,quitado,54151/A,2024-12-10,2025-01-20,2025-01-23,3940.2,0.0,0.0,YAGO,DUPLICATA,AMED S/A,54151
285,fornecedor,quitado,54151/B,2024-12-10,2025-01-28,2025-02-04,3940.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54151
286,fornecedor,quitado,54151/C,2024-12-10,2025-02-07,2025-03-06,3940.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54151
287,fornecedor,quitado,54151/D,2024-12-10,2025-02-17,2025-03-06,3940.2,0.0,0.0,ADMIN,DUPLICATA,AMED S/A,54151
288,fornecedor,quitado,25753/A,2024-12-06,2025-01-08,2025-01-20,5015.71,0.0,0.0,ADMIN,DUPLICATA,MAXXI DISTRIBUIDORA,25753
289,fornecedor,quitado,25753/B,2024-12-06,2025-01-15,2025-01-20,5015.72,0.0,0.0,ADMIN,DUPLICATA,MAXXI DISTRIBUIDORA,25753
290,fornecedor,quitado,25753/C,2024-12-06,2025-01-22,2025-01-23,5015.72,0.0,0.0,ADMIN,DUPLICATA,MAXXI DISTRIBUIDORA,25753
291,fornecedor,quitado,76886/A,2025-01-08,2025-02-12,2025-03-14,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
292,fornecedor,quitado,76886/B,2025-01-08,2025-03-12,2025-03-17,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
293,fornecedor,quitado,76886/C,2025-01-08,2025-04-12,2025-04-15,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
294,fornecedor,quitado,76886/D,2025-01-08,2025-05-12,2025-05-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
295,fornecedor,quitado,76886/E,2025-01-08,2025-06-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
296,fornecedor,quitado,76886/F,2025-01-08,2025-07-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
297,fornecedor,quitado,76886/G,2025-01-08,2025-08-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
298,fornecedor,quitado,76886/H,2025-01-08,2025-09-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
299,fornecedor,quitado,76886/I,2025-01-08,2025-10-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
300,fornecedor,quitado,76886/J,2025-01-08,2025-11-12,2025-06-12,109.0,0.0,0.0,YAGO,DUPLICATA,SIMPLIFIQUE - WS,76886
301,fornecedor,quitado,256341/A,2025-01-08,2025-02-07,2025-03-06,2007.9,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,256341
302,fornecedor,quitado,224039/A,2024-12-13,2025-01-17,2025-01-23,6203.35,0.0,0.0,ADMIN,DUPLICATA,STOCK MED,224039
303,fornecedor,quitado,224039/B,2024-12-13,2025-01-24,2025-01-27,6203.35,0.0,0.0,ADMIN,DUPLICATA,STOCK MED,224039
304,fornecedor,quitado,224039/C,2024-12-13,2025-01-31,2025-02-04,6203.35,0.0,0.0,ADMIN,DUPLICATA,STOCK MED,224039
305,fornecedor,quitado,224039/D,2024-12-13,2025-02-10,2025-03-06,6203.35,0.0,0.0,ADMIN,DUPLICATA,STOCK MED,224039
306,fornecedor,quitado,99954/A,2025-01-08,2025-02-07,2025-03-06,8040.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99954
307,fornecedor,quitado,99954/B,2025-01-08,2025-02-22,2025-03-11,8040.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99954
308,fornecedor,quitado,99954/C,2025-01-08,2025-03-09,2025-03-12,8040.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99954
309,fornecedor,quitado,99960/A,2025-01-08,2025-02-07,2025-03-06,305.2,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99960
310,fornecedor,quitado,99940/A,2025-01-08,2025-02-07,2025-03-06,855.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99940
311,fornecedor,quitado,104697/A,2025-01-08,2025-01-08,2025-01-08,16217.11,0.0,0.0,ADMIN,DUPLICATA,CRALPLAST,104697
312,fornecedor,quitado,99993/A,2025-01-09,2025-02-08,2025-03-06,567.0,0.0,0.0,ADMIN,DUPLICATA,VALFARMA,99993
313,fornecedor,quitado,454/A,2025-01-08,2025-02-05,2025-03-06,4012.8,0.0,0.0,ADMIN,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,454
314,fornecedor,quitado,454/B,2025-01-08,2025-02-19,2025-03-11,4012.8,0.0,0.0,ADMIN,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,454
315,fornecedor,quitado,44/A,2025-01-09,2025-02-08,2025-03-14,83.98,0.0,0.0,ADMIN,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,44
316,fornecedor,quitado,44/B,2025-01-09,2025-03-10,2025-03-14,84.0,0.0,0.0,ADMIN,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,44
317,fornecedor,quitado,44/C,2025-01-09,2025-04-09,2025-04-15,84.0,0.0,0.0,ADMIN,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,44
318,fornecedor,quitado,44/D,2025-01-09,2025-05-09,2025-05-12,84.0,0.0,0.0,ADMIN,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,44
319,fornecedor,quitado,44/E,2025-01-09,2025-06-08,2025-06-09,84.0,0.0,0.0,ADMIN,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,44
320,fornecedor,quitado,256398/A,2025-01-09,2025-02-08,2025-03-06,840.51,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,256398
321,fornecedor,quitado,256364/A,2025-01-08,2025-02-07,2025-03-06,1400.85,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,256364
322,fornecedor,quitado,256383/A,2025-01-08,2025-02-07,2025-03-06,945.9,0.0,0.0,ADMIN,DUPLICATA,SELLENE MATRIZ,256383
323,fornecedor,quitado,861975/A,2025-01-09,2025-03-10,2025-03-18,661.12,0.0,0.0,ADMIN,DUPLICATA,RIOSFARMA,861975
324,fornecedor,quitado,256541,2025-01-13,2025-02-12,2025-03-06,2972.55,0.0,0.0,YAGO,DUPLICATA,SELLENE MATRIZ,256541
326,despesas,quitado,145332,2025-01-11,2025-01-30,2025-02-04,1359.39,0.0,0.0,INFARMA,OUTROS,Fornecedor Não Informado,145332
474,fornecedor,quitado,89877/001,2025-01-11,2025-01-31,2025-02-04,2517.94,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,89877
475,fornecedor,quitado,89877/002,2025-01-11,2025-02-10,2025-03-06,2443.86,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,89877
476,fornecedor,quitado,89877/003,2025-01-11,2025-02-20,2025-03-11,2443.86,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,89877
478,fornecedor,quitado,89810/001,2025-01-10,2025-02-09,2025-03-06,1837.29,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,89810
483,fornecedor,quitado,220738/A,2025-01-10,2025-02-07,2025-03-06,2278.8,0.0,0.0,YAGO,DUPLICATA,CIRURGICA MONTEBELLO,220738
484,fornecedor,quitado,220738/B,2025-01-10,2025-02-14,2025-03-06,1519.2,0.0,0.0,YAGO,DUPLICATA,CIRURGICA MONTEBELLO,220738
486,fornecedor,quitado,25097/001,2025-01-15,2025-02-15,2025-03-06,1715.0,0.0,0.0,IMPORTACAO,DUPLICATA,COMPANHIA DO MEDICO,25097
492,fornecedor,quitado,132016/001,2025-01-10,2025-02-09,2025-03-06,714.41,0.0,0.0,IMPORTACAO,DUPLICATA,SUPER SUPPLY,132016
576,fornecedor,quitado,5050/001,2025-01-11,2025-02-08,2025-03-06,823.0,0.0,0.0,IMPORTACAO,DUPLICATA,TORRES DISTRIBUIDORA DE EMBALAGENS PLAST,5050
577,fornecedor,quitado,89982/001,2025-01-14,2025-02-13,2025-03-06,540.03,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,89982
580,fornecedor,quitado,3813/001,2025-01-15,2025-02-14,2025-03-06,249.9,0.0,0.0,IMPORTACAO,DUPLICATA,BIOFARMACE,3813
588,despesas,cancelado,16112024/01,2025-01-01,2025-01-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
589,despesas,cancelado,16112024/02,2025-01-01,2025-02-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
590,despesas,cancelado,16112024/03,2025-01-01,2025-03-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
591,despesas,cancelado,16112024/04,2025-01-01,2025-04-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
592,despesas,cancelado,16112024/05,2025-01-01,2025-05-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
593,despesas,cancelado,16112024/06,2025-01-01,2025-06-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
594,despesas,cancelado,16112024/07,2025-01-01,2025-07-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
595,despesas,cancelado,16112024/08,2025-01-01,2025-08-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
596,despesas,cancelado,16112024/09,2025-01-01,2025-09-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
597,despesas,cancelado,16112024/10,2025-01-01,2025-10-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
598,despesas,cancelado,16112024/11,2025-01-01,2025-11-15,,4222.8,0.0,4222.8,SUELEN,DUPLICATA,Fornecedor Não Informado,16112024
